Equipment ID,Green Tag Date,Blue Tag Date,Deadline,SLA Status
01589-EA-XX-XX-XXX,2024-09-27,2024-10-02,2024-10-04,On Time
01590-EA-XX-XX-XXX,2024-09-30,2024-10-02,2024-10-07,On Time
01591-EA-XX-XX-XXX,2024-09-30,2024-10-02,2024-10-07,On Time
01592-EA-XX-XX-XXX,2024-09-30,2024-10-02,2024-10-07,On Time
01593-EA-XX-XX-XXX,2024-09-30,2024-10-14,2024-10-07,Late
01594-EA-XX-XX-XXX,2024-09-30,2024-10-12,2024-10-07,Late
01595-EA-XX-XX-XXX,2024-10-01,2024-10-11,2024-10-08,Late
01596-EA-XX-XX-XXX,2024-10-01,2024-10-04,2024-10-08,On Time
01625-EA-XX-XX-XXX,2024-11-22,2024-11-26,2024-11-29,On Time
01626-EA-XX-XX-XXX,2024-12-19,2024-12-27,2024-12-26,Late
01628-EA-XX-XX-XXX,2024-11-18,2024-11-22,2024-11-25,On Time
01634-EA-XX-XX-XXX,2024-09-09,2024-10-12,2024-09-16,Late
01635-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01636-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01637-EA-XX-XX-XXX,2024-09-13,2024-09-20,2024-09-20,On Time
01638-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01639-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01640-EA-XX-XX-XXX,2024-08-21,2024-09-10,2024-08-28,Late
01641-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01642-EA-XX-XX-XXX,2024-09-09,2024-09-10,2024-09-16,On Time
01643-EA-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
01644-EA-XX-XX-XXX,2024-09-10,2024-09-13,2024-09-17,On Time
01645-EA-XX-XX-XXX,2024-08-21,2024-09-10,2024-08-28,Late
01646-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01647-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01648-EA-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
01649-EA-XX-XX-XXX,2024-09-04,2024-09-13,2024-09-11,Late
01650-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01651-EA-XX-XX-XXX,2024-09-24,2024-09-27,2024-10-01,On Time
01652-EA-XX-XX-XXX,2024-09-12,2024-09-13,2024-09-19,On Time
01653-EA-XX-XX-XXX,2024-09-24,2024-09-27,2024-10-01,On Time
01674-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01675-EA-XX-XX-XXX,2024-08-21,2024-09-20,2024-08-28,Late
01676-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01677-EA-XX-XX-XXX,2024-09-09,2024-09-10,2024-09-16,On Time
01678-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01679-EA-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
01680-EA-XX-XX-XXX,2024-09-09,2024-09-13,2024-09-16,On Time
01681-EA-XX-XX-XXX,2024-09-10,2024-09-13,2024-09-17,On Time
01682-EA-XX-XX-XXX,2024-09-11,2024-09-13,2024-09-18,On Time
01683-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01684-EA-XX-XX-XXX,2024-09-10,2024-09-20,2024-09-17,Late
01685-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01686-EA-XX-XX-XXX,2024-08-21,2024-09-10,2024-08-28,Late
01687-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01688-EA-XX-XX-XXX,2024-08-21,2024-09-10,2024-08-28,Late
01689-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01690-EA-XX-XX-XXX,2024-08-21,2024-09-06,2024-08-28,Late
01691-EA-XX-XX-XXX,2024-09-10,2024-09-13,2024-09-17,On Time
01692-EA-XX-XX-XXX,2024-09-12,2024-09-13,2024-09-19,On Time
01712-EA-XX-XX-XXX,2024-10-31,2024-11-05,2024-11-07,On Time
01713-EA-XX-XX-XXX,2024-12-10,2024-12-11,2024-12-17,On Time
01714-EA-XX-XX-XXX,2024-12-10,2024-12-11,2024-12-17,On Time
01715-EA-XX-XX-XXX,2024-12-10,2024-12-10,2024-12-17,On Time
01716-EA-XX-XX-XXX,2024-12-10,2024-12-11,2024-12-17,On Time
01717-EA-XX-XX-XXX,2024-12-10,2024-12-11,2024-12-17,On Time
01723-EA-XX-XX-XXX,2024-11-23,2024-12-04,2024-12-02,Late
01724-EA-XX-XX-XXX,2024-11-22,2024-12-02,2024-11-29,Late
01725-EA-XX-XX-XXX,2024-11-22,2024-12-02,2024-11-29,Late
01726-EA-XX-XX-XXX,2024-11-25,2024-11-27,2024-12-02,On Time
01727-EA-XX-XX-XXX,2024-12-23,2024-12-26,2024-12-30,On Time
01728-EA-XX-XX-XXX,2024-11-22,2024-11-27,2024-11-29,On Time
01735-EA-XX-XX-XXX,2024-07-19,2024-07-26,2024-07-26,On Time
01736-EA-XX-XX-XXX,2024-10-08,2024-10-18,2024-10-15,Late
01737-EA-XX-XX-XXX,2024-08-20,2024-08-22,2024-08-27,On Time
01738-EA-XX-XX-XXX,2024-08-20,2024-08-23,2024-08-27,On Time
01739-EA-XX-XX-XXX,2024-09-20,2024-09-27,2024-09-27,On Time
01740-EA-XX-XX-XXX,2024-12-18,2024-12-20,2024-12-25,On Time
01741-EA-XX-XX-XXX,2024-12-04,2024-12-07,2024-12-11,On Time
01742-EA-XX-XX-XXX,2024-12-18,2025-01-09,2024-12-25,Late
01743-EA-XX-XX-XXX,2025-03-11,2025-03-12,2025-03-18,On Time
01754-EA-XX-XX-XXX,,,,N/A
01755-EA-XX-XX-XXX,2024-10-29,2024-11-01,2024-11-05,On Time
01763-EA-XX-XX-XXX,2025-03-06,2025-03-06,2025-03-13,On Time
01764-EA-XX-XX-XXX,2025-01-24,2025-01-24,2025-01-31,On Time
01767-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01768-EA-XX-XX-XXX,2024-10-16,2024-10-21,2024-10-23,On Time
01769-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01770-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01771-EA-XX-XX-XXX,2024-10-22,2024-10-25,2024-10-29,On Time
01772-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01773-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01774-EA-XX-XX-XXX,2024-10-16,2024-10-21,2024-10-23,On Time
01775-EA-XX-XX-XXX,2024-10-16,2024-10-21,2024-10-23,On Time
01776-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01777-EA-XX-XX-XXX,2024-10-22,2024-10-24,2024-10-29,On Time
01778-EA-XX-XX-XXX,2024-10-22,2024-10-24,2024-10-29,On Time
01779-EA-XX-XX-XXX,2024-10-22,2024-10-25,2024-10-29,On Time
01780-EA-XX-XX-XXX,2024-10-22,2024-10-29,2024-10-29,On Time
01781-EA-XX-XX-XXX,2024-10-22,2024-10-29,2024-10-29,On Time
01797-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01798-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01799-EA-XX-XX-XXX,2024-10-16,2024-10-21,2024-10-23,On Time
01800-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01801-EA-XX-XX-XXX,2024-10-22,2024-10-25,2024-10-29,On Time
01802-EA-XX-XX-XXX,2024-10-16,2024-10-21,2024-10-23,On Time
01803-EA-XX-XX-XXX,2024-10-16,2024-10-21,2024-10-23,On Time
01804-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01805-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01806-EA-XX-XX-XXX,2024-10-16,2024-10-21,2024-10-23,On Time
01807-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01808-EA-XX-XX-XXX,2024-10-22,2024-10-25,2024-10-29,On Time
01809-EA-XX-XX-XXX,2024-10-22,2024-10-23,2024-10-29,On Time
01810-EA-XX-XX-XXX,2024-11-22,2024-11-25,2024-11-29,On Time
01811-EA-XX-XX-XXX,2024-10-22,2024-10-24,2024-10-29,On Time
01812-EA-XX-XX-XXX,2024-10-22,2024-10-29,2024-10-29,On Time
01813-EA-XX-XX-XXX,2024-10-22,2024-10-29,2024-10-29,On Time
01814-EA-XX-XX-XXX,2024-10-22,2024-10-29,2024-10-29,On Time
01815-EA-XX-XX-XXX,2024-10-22,2024-10-29,2024-10-29,On Time
01837-EA-XX-XX-XXX,2024-11-01,2024-11-02,2024-11-08,On Time
01838-EA-XX-XX-XXX,2024-11-01,2024-11-02,2024-11-08,On Time
01839-EA-XX-XX-XXX,2024-11-01,2024-11-02,2024-11-08,On Time
01840-EA-XX-XX-XXX,2024-11-01,2024-11-02,2024-11-08,On Time
01841-EA-XX-XX-XXX,2024-11-01,2024-11-02,2024-11-08,On Time
01847-EA-XX-XX-XXX,2024-08-16,2024-09-03,2024-08-23,Late
01848-EA-XX-XX-XXX,2024-08-16,2024-09-20,2024-08-23,Late
01849-EA-XX-XX-XXX,2024-09-25,2024-10-09,2024-10-02,Late
01850-EA-XX-XX-XXX,2024-09-23,2024-10-01,2024-09-30,Late
01851-EA-XX-XX-XXX,2024-08-26,2024-09-09,2024-09-02,Late
01852-EA-XX-XX-XXX,2024-09-21,2024-09-26,2024-09-30,On Time
01853-EA-XX-XX-XXX,2024-09-23,2024-10-01,2024-09-30,Late
01854-EA-XX-XX-XXX,2024-08-26,2024-09-09,2024-09-02,Late
01855-EA-XX-XX-XXX,2024-09-25,2024-09-30,2024-10-02,On Time
01856-EA-XX-XX-XXX,2024-09-26,2024-10-02,2024-10-03,On Time
01857-EA-XX-XX-XXX,2024-09-25,2024-10-25,2024-10-02,Late
01858-EA-XX-XX-XXX,2024-09-25,2024-10-29,2024-10-02,Late
01859-EA-XX-XX-XXX,2024-09-26,2024-10-25,2024-10-03,Late
01860-EA-XX-XX-XXX,2024-09-25,2024-10-12,2024-10-02,Late
01861-EA-XX-XX-XXX,2024-10-15,2024-10-17,2024-10-22,On Time
01862-EA-XX-XX-XXX,2024-10-21,2024-10-25,2024-10-28,On Time
01863-EA-XX-XX-XXX,2024-10-23,2024-10-25,2024-10-30,On Time
01864-EA-XX-XX-XXX,2024-09-21,2024-10-16,2024-09-30,Late
01865-EA-XX-XX-XXX,2024-10-03,2024-10-09,2024-10-10,On Time
01866-EA-XX-XX-XXX,2024-10-03,2024-10-09,2024-10-10,On Time
01867-EA-XX-XX-XXX,2024-10-30,2024-11-01,2024-11-06,On Time
01868-EA-XX-XX-XXX,2024-10-09,2024-10-17,2024-10-16,Late
01869-EA-XX-XX-XXX,2024-12-30,2025-01-04,2025-01-06,On Time
01893-EA-XX-XX-XXX,2024-08-16,2024-09-20,2024-08-23,Late
01894-EA-XX-XX-XXX,2024-09-25,2024-09-30,2024-10-02,On Time
01895-EA-XX-XX-XXX,2024-09-23,2024-10-10,2024-09-30,Late
01896-EA-XX-XX-XXX,2024-08-26,2024-09-09,2024-09-02,Late
01897-EA-XX-XX-XXX,2024-09-25,2024-10-12,2024-10-02,Late
01898-EA-XX-XX-XXX,2024-09-25,2024-10-08,2024-10-02,Late
01899-EA-XX-XX-XXX,2024-09-23,2024-09-30,2024-09-30,On Time
01900-EA-XX-XX-XXX,2024-09-25,2024-09-30,2024-10-02,On Time
01901-EA-XX-XX-XXX,2024-09-25,2024-09-30,2024-10-02,On Time
01902-EA-XX-XX-XXX,2024-09-21,2024-09-26,2024-09-30,On Time
01903-EA-XX-XX-XXX,2024-09-20,2024-10-16,2024-09-27,Late
01904-EA-XX-XX-XXX,2024-09-26,2024-10-02,2024-10-03,On Time
01905-EA-XX-XX-XXX,2024-09-25,2024-10-08,2024-10-02,Late
01906-EA-XX-XX-XXX,2024-09-23,2024-10-02,2024-09-30,Late
01907-EA-XX-XX-XXX,2024-10-03,2024-10-09,2024-10-10,On Time
01908-EA-XX-XX-XXX,2024-10-04,2024-10-14,2024-10-11,Late
01909-EA-XX-XX-XXX,2024-09-26,2024-10-10,2024-10-03,Late
01910-EA-XX-XX-XXX,2024-09-26,2024-10-10,2024-10-03,Late
01911-EA-XX-XX-XXX,2024-10-04,2024-10-12,2024-10-11,Late
01932-EA-XX-XX-XXX,2024-11-08,2024-11-15,2024-11-15,On Time
01933-EA-XX-XX-XXX,2024-12-03,2024-12-06,2024-12-10,On Time
01935-EA-XX-XX-XXX,2024-11-01,2024-11-07,2024-11-08,On Time
01941-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01942-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01943-EA-XX-XX-XXX,2024-07-13,2024-10-14,2024-07-22,Late
01944-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01945-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01946-EA-XX-XX-XXX,2024-07-22,2024-10-02,2024-07-29,Late
01947-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01948-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01949-EA-XX-XX-XXX,2024-07-13,2024-10-11,2024-07-22,Late
01950-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01951-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01952-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01953-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01954-EA-XX-XX-XXX,2024-09-24,2024-10-11,2024-10-01,Late
01955-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01956-EA-XX-XX-XXX,2024-09-19,2024-11-15,2024-09-26,Late
01972-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01973-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01974-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
01975-EA-XX-XX-XXX,2024-07-13,2024-11-08,2024-07-22,Late
01976-EA-XX-XX-XXX,2024-07-13,2024-12-06,2024-07-22,Late
01977-EA-XX-XX-XXX,2024-09-19,2024-11-08,2024-09-26,Late
01978-EA-XX-XX-XXX,2024-09-19,2024-10-25,2024-09-26,Late
01979-EA-XX-XX-XXX,2024-10-25,2024-10-25,2024-11-01,On Time
01980-EA-XX-XX-XXX,2024-10-25,2024-10-25,2024-11-01,On Time
01981-EA-XX-XX-XXX,2024-09-19,2024-11-15,2024-09-26,Late
01982-EA-XX-XX-XXX,2024-09-19,2024-11-06,2024-09-26,Late
01983-EA-XX-XX-XXX,2024-10-31,2024-11-01,2024-11-07,On Time
01984-EA-XX-XX-XXX,2024-09-23,2024-11-08,2024-09-30,Late
01985-EA-XX-XX-XXX,2024-09-24,2024-10-11,2024-10-01,Late
01986-EA-XX-XX-XXX,2024-09-23,2024-12-14,2024-09-30,Late
01987-EA-XX-XX-XXX,2024-09-23,2024-10-11,2024-09-30,Late
01988-EA-XX-XX-XXX,2024-07-13,2024-10-29,2024-07-22,Late
02006-EA-XX-XX-XXX,2024-11-11,2024-11-15,2024-11-18,On Time
02007-EA-XX-XX-XXX,2024-12-03,2024-12-06,2024-12-10,On Time
02009-EA-XX-XX-XXX,2024-11-01,2024-11-06,2024-11-08,On Time
02015-EA-XX-XX-XXX,2024-07-13,2024-10-11,2024-07-22,Late
02016-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02017-EA-XX-XX-XXX,2024-07-13,2024-10-14,2024-07-22,Late
02018-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02019-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02020-EA-XX-XX-XXX,2024-07-22,2024-09-13,2024-07-29,Late
02021-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02022-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02023-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02024-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02025-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02026-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02027-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02028-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02029-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02030-EA-XX-XX-XXX,2024-09-20,2024-11-15,2024-09-27,Late
02046-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02047-EA-XX-XX-XXX,2024-07-13,2024-09-13,2024-07-22,Late
02048-EA-XX-XX-XXX,2024-07-13,2024-10-22,2024-07-22,Late
02049-EA-XX-XX-XXX,2024-07-13,2024-11-08,2024-07-22,Late
02050-EA-XX-XX-XXX,2024-07-13,2024-12-06,2024-07-22,Late
02051-EA-XX-XX-XXX,2024-09-23,2024-11-08,2024-09-30,Late
02052-EA-XX-XX-XXX,2024-09-23,2024-10-25,2024-09-30,Late
02053-EA-XX-XX-XXX,2024-10-25,2024-10-25,2024-11-01,On Time
02054-EA-XX-XX-XXX,2024-10-25,2024-10-25,2024-11-01,On Time
02055-EA-XX-XX-XXX,2024-09-23,2024-11-15,2024-09-30,Late
02056-EA-XX-XX-XXX,2024-09-23,2024-11-06,2024-09-30,Late
02057-EA-XX-XX-XXX,2024-10-31,2024-11-01,2024-11-07,On Time
02058-EA-XX-XX-XXX,2024-09-23,2024-11-08,2024-09-30,Late
02059-EA-XX-XX-XXX,2024-09-23,2024-10-11,2024-09-30,Late
02060-EA-XX-XX-XXX,2024-09-23,2024-12-14,2024-09-30,Late
02061-EA-XX-XX-XXX,2024-09-23,2024-10-11,2024-09-30,Late
02062-EA-XX-XX-XXX,2024-07-13,2024-10-22,2024-07-22,Late
02082-EA-XX-XX-XXX,2025-01-09,2025-01-14,2025-01-16,On Time
02083-EA-XX-XX-XXX,2025-01-09,2025-01-14,2025-01-16,On Time
02084-EA-XX-XX-XXX,2025-01-09,2025-01-14,2025-01-16,On Time
02085-EA-XX-XX-XXX,2024-11-12,2024-11-27,2024-11-19,Late
02086-EA-XX-XX-XXX,2024-11-12,2024-11-27,2024-11-19,Late
02087-EA-XX-XX-XXX,2024-11-12,2024-11-27,2024-11-19,Late
02088-EA-XX-XX-XXX,2025-01-09,2025-01-14,2025-01-16,On Time
02089-EA-XX-XX-XXX,2025-01-09,2025-01-14,2025-01-16,On Time
02090-EA-XX-XX-XXX,2025-01-09,2025-01-14,2025-01-16,On Time
02138-EA-XX-XX-XXX,2024-08-02,2024-10-15,2024-08-09,Late
02257-EA-XX-XX-XXX,2025-01-11,2025-01-14,2025-01-20,On Time
02302-EA-XX-XX-XXX,2024-12-19,2024-12-20,2024-12-26,On Time
02379-EA-XX-XX-XXX,2024-08-02,2024-10-15,2024-08-09,Late
02413-EA-XX-XX-XXX,2024-08-02,2024-10-15,2024-08-09,Late
02493-EA-XX-XX-XXX,2024-11-04,2024-12-12,2024-11-11,Late
02520-EA-XX-XX-XXX,2024-11-05,2024-11-14,2024-11-12,Late
02577-EA-XX-XX-XXX,2024-10-14,2024-11-18,2024-10-21,Late
02596-EA-XX-XX-XXX,2024-11-04,2025-02-25,2024-11-11,Late
02604-EA-XX-XX-XXX,2024-11-23,2025-01-31,2024-12-02,Late
02743-EA-XX-XX-XXX,2024-11-04,2024-11-18,2024-11-11,Late
02746-EA-XX-XX-XXX,2024-10-29,2024-11-18,2024-11-05,Late
02856-EA-XX-XX-XXX,2024-11-13,2024-12-05,2024-11-20,Late
02934-EA-XX-XX-XXX,2024-08-28,2024-11-14,2024-09-04,Late
02995-EA-XX-XX-XXX,2025-02-14,2025-03-20,2025-02-21,Late
03109-EA-XX-XX-XXX,2024-11-04,2024-11-18,2024-11-11,Late
03114-EA-XX-XX-XXX,2024-12-12,2025-06-09,2024-12-19,Late
03173-EA-XX-XX-XXX,2024-10-17,2024-10-21,2024-10-24,On Time
03253-EA-XX-XX-XXX,2025-03-03,2025-05-22,2025-03-10,Late
03299-EA-XX-XX-XXX,2024-11-13,2024-11-23,2024-11-20,Late
03445-EA-XX-XX-XXX,2025-01-08,2025-03-20,2025-01-15,Late
03654-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03655-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03656-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03657-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03658-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03659-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03660-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03661-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03662-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03663-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03664-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03665-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03666-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03667-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03668-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03669-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
03670-EA-XX-XX-XXX,2024-06-27,2024-07-19,2024-07-04,Late
036xx-EA-XX-XX-XXX,2024-07-22,2024-07-23,2024-07-29,On Time
03778-EA-XX-XX-XXX,2024-12-17,2024-12-31,2024-12-24,Late
03779-EA-XX-XX-XXX,2024-12-17,2024-12-19,2024-12-24,On Time
03784-EA-XX-XX-XXX,2025-02-04,2025-02-13,2025-02-11,Late
03785-EA-XX-XX-XXX,2025-04-09,2025-04-11,2025-04-16,On Time
03787-EA-XX-XX-XXX,2024-12-12,2024-12-17,2024-12-19,On Time
03791-EA-XX-XX-XXX,2024-12-17,2024-12-31,2024-12-24,Late
03792-EA-XX-XX-XXX,2024-09-23,2024-10-08,2024-09-30,Late
03793-EA-XX-XX-XXX,2024-09-23,2024-10-02,2024-09-30,Late
04186-EA-XX-XX-XXX,2025-01-02,2025-01-15,2025-01-09,Late
04187-EA-XX-XX-XXX,2024-11-25,2024-12-10,2024-12-02,Late
04188-EA-XX-XX-XXX,2024-11-22,2024-12-10,2024-11-29,Late
04189-EA-XX-XX-XXX,2024-11-22,2024-12-10,2024-11-29,Late
04190-EA-XX-XX-XXX,2024-11-22,2024-12-10,2024-11-29,Late
04191-EA-XX-XX-XXX,2024-11-27,2024-12-19,2024-12-04,Late
04192-EA-XX-XX-XXX,2024-11-27,2024-12-19,2024-12-04,Late
04193-EA-XX-XX-XXX,2024-11-27,2024-12-19,2024-12-04,Late
04194-EA-XX-XX-XXX,2024-11-26,2024-12-10,2024-12-03,Late
04195-EA-XX-XX-XXX,2024-11-26,2024-12-10,2024-12-03,Late
04197-EA-XX-XX-XXX,2024-12-24,2025-02-21,2024-12-31,Late
04199-EA-XX-XX-XXX,2024-12-24,2025-02-21,2024-12-31,Late
04201-EA-XX-XX-XXX,2024-11-06,2024-12-07,2024-11-13,Late
04202-EA-XX-XX-XXX,2024-11-06,2024-12-07,2024-11-13,Late
04203-EA-XX-XX-XXX,2024-11-06,2024-11-14,2024-11-13,Late
04204-EA-XX-XX-XXX,2024-11-06,2024-11-14,2024-11-13,Late
04205-EA-XX-XX-XXX,2025-01-28,2025-02-10,2025-02-04,Late
04206-EA-XX-XX-XXX,2025-01-30,2025-02-28,2025-02-06,Late
04207-EA-XX-XX-XXX,2025-01-30,2025-03-03,2025-02-06,Late
04208-EA-XX-XX-XXX,2025-01-30,2025-03-03,2025-02-06,Late
04209-EA-XX-XX-XXX,2024-12-30,2025-01-03,2025-01-06,On Time
04210-EA-XX-XX-XXX,2024-12-30,2025-01-03,2025-01-06,On Time
04211-EA-XX-XX-XXX,2024-12-30,2025-01-03,2025-01-06,On Time
04212-EA-XX-XX-XXX,2024-12-30,2025-01-03,2025-01-06,On Time
04213-EA-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
04214-EA-XX-XX-XXX,2025-01-08,2025-01-08,2025-01-15,On Time
04216-EA-XX-XX-XXX,2024-10-03,2024-10-15,2024-10-10,Late
04218-EA-XX-XX-XXX,2024-10-10,2024-11-13,2024-10-17,Late
04219-EA-XX-XX-XXX,2024-10-29,2024-11-13,2024-11-05,Late
04221-EA-XX-XX-XXX,2024-10-02,2024-12-14,2024-10-09,Late
04222-EA-XX-XX-XXX,2024-10-02,2024-12-14,2024-10-09,Late
04223-EA-XX-XX-XXX,2024-10-16,2024-10-29,2024-10-23,Late
04224-EA-XX-XX-XXX,2024-10-16,2024-10-29,2024-10-23,Late
04225-EA-XX-XX-XXX,2024-10-28,2024-11-12,2024-11-04,Late
04227-EA-XX-XX-XXX,2024-10-28,2024-11-12,2024-11-04,Late
04232-EA-XX-XX-XXX,2024-12-03,2024-12-04,2024-12-10,On Time
04235-EA-XX-XX-XXX,2024-10-18,2024-10-18,2024-10-25,On Time
04237-EA-XX-XX-XXX,2024-11-07,2024-11-08,2024-11-14,On Time
04238-EA-XX-XX-XXX,2024-11-07,2024-11-08,2024-11-14,On Time
04239-EA-XX-XX-XXX,2024-12-04,2024-12-05,2024-12-11,On Time
04240-EA-XX-XX-XXX,2024-11-07,2024-11-08,2024-11-14,On Time
04242-EA-XX-XX-XXX,2024-11-07,2024-11-08,2024-11-14,On Time
04243-EA-XX-XX-XXX,2024-11-07,2024-11-08,2024-11-14,On Time
04246-EA-XX-XX-XXX,2024-12-24,2025-01-02,2024-12-31,Late
04247-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04248-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04250-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04251-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04254-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04255-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04256-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04258-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04259-EA-XX-XX-XXX,2024-12-24,2024-12-26,2024-12-31,On Time
04260-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04261-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04262-EA-XX-XX-XXX,2024-12-03,2024-12-04,2024-12-10,On Time
04263-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04264-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04266-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04267-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
04269-EA-XX-XX-XXX,2024-09-13,2024-09-17,2024-09-20,On Time
